BowlerName,OverNo,Dot,1,2,3,4,5,6,Wickets,TotalBalls
JP Duminy,18,1,3,1,0,0,0,1,0,6
JP Duminy,19,1,0,0,0,0,0,0,0,1
MK Tiwary,1,0,0,0,0,0,0,0,0,0
MK Tiwary,2,0,0,0,0,0,0,0,0,0
MK Tiwary,3,0,0,0,0,0,0,0,0,0
MK Tiwary,4,0,0,0,0,0,0,0,0,0
MK Tiwary,5,0,0,0,0,0,0,0,0,0
MK Tiwary,6,0,0,0,0,0,0,0,0,0
MK Tiwary,7,1,5,1,0,0,0,0,0,7
MK Tiwary,8,0,0,0,0,0,0,0,0,0
MK Tiwary,9,0,0,0,0,0,0,0,0,0
MK Tiwary,10,5,4,1,0,1,0,2,0,13
MK Tiwary,11,3,6,0,0,1,0,2,0,12
MK Tiwary,12,0,0,0,0,0,0,0,0,0
MK Tiwary,13,0,0,0,0,0,0,0,0,0
MK Tiwary,14,0,0,0,0,0,0,0,0,0
MK Tiwary,15,0,0,0,0,0,0,0,0,0
MK Tiwary,16,0,0,0,0,0,0,0,0,0
MK Tiwary,17,3,2,1,0,0,0,1,1,8
MK Tiwary,18,0,3,1,0,0,0,2,0,6
CJ Anderson,1,2,2,0,0,2,0,0,0,6
CJ Anderson,2,11,8,0,0,5,0,1,1,26
CJ Anderson,3,9,2,1,0,5,0,2,1,20
CJ Anderson,4,2,1,1,0,1,0,1,0,6
CJ Anderson,5,2,0,1,0,3,0,0,0,6
CJ Anderson,6,2,3,1,0,0,0,0,1,7
CJ Anderson,7,6,4,1,0,2,0,0,0,13
CJ Anderson,8,1,3,1,0,0,0,1,0,6
CJ Anderson,9,8,15,2,0,4,0,1,0,30
CJ Anderson,10,4,11,0,0,3,0,0,0,18
CJ Anderson,11,5,9,1,0,2,0,1,1,19
CJ Anderson,12,8,22,1,0,6,0,2,2,41
CJ Anderson,13,3,6,2,0,0,0,1,1,13
CJ Anderson,14,0,0,0,0,0,0,0,0,0
CJ Anderson,15,8,12,1,0,2,0,3,1,27
CJ Anderson,16,3,2,1,0,0,0,0,0,6
CJ Anderson,17,2,8,0,0,2,0,2,1,15
CJ Anderson,18,5,5,0,0,2,0,2,2,16
CJ Anderson,19,14,7,1,0,11,0,6,3,42
B Stanlake,1,17,2,1,1,3,0,1,1,26
B Stanlake,2,5,5,0,0,2,0,1,0,13
B Stanlake,3,8,2,0,0,2,0,1,0,13
B Stanlake,4,7,6,2,0,4,0,0,0,19
B Stanlake,5,2,3,0,1,0,0,0,1,7
B Stanlake,6,0,0,0,0,0,0,0,0,0
B Stanlake,7,4,1,1,0,0,0,0,1,7
B Stanlake,8,1,4,1,0,0,0,0,1,7
B Stanlake,9,3,2,0,0,1,0,0,0,6
B Stanlake,10,5,6,0,0,1,0,0,1,13
B Stanlake,11,0,0,0,0,0,0,0,0,0
B Stanlake,12,0,0,0,0,0,0,0,0,0
B Stanlake,13,7,5,0,0,3,0,4,1,20
B Stanlake,14,3,1,0,0,1,0,1,1,7
B Stanlake,15,0,0,0,0,0,0,0,0,0
B Stanlake,16,0,0,0,0,0,0,0,0,0
B Stanlake,17,0,0,0,0,0,0,0,0,0
B Stanlake,18,0,0,0,0,0,0,0,0,0
B Stanlake,19,1,3,1,0,0,0,1,0,6
Yuvraj Singh,1,0,0,0,0,0,0,0,0,0
Yuvraj Singh,2,0,0,0,0,0,0,0,0,0
Yuvraj Singh,3,0,0,0,0,0,0,0,0,0
Yuvraj Singh,4,0,0,0,0,0,0,0,0,0
Yuvraj Singh,5,0,0,0,0,0,0,0,0,0
Yuvraj Singh,6,30,44,8,0,5,0,3,3,93
Yuvraj Singh,7,17,29,1,0,5,0,4,2,58
Yuvraj Singh,8,22,34,7,0,3,0,1,4,71
Yuvraj Singh,9,37,43,9,0,10,0,5,3,107
Yuvraj Singh,10,20,42,10,0,4,0,2,4,82
Yuvraj Singh,11,27,43,13,1,10,0,5,5,104
Yuvraj Singh,12,33,51,7,1,2,0,4,4,102
Yuvraj Singh,13,29,47,7,2,6,0,6,5,102
Yuvraj Singh,14,32,34,3,0,8,0,2,3,82
Yuvraj Singh,15,14,26,2,0,2,0,3,0,47
Yuvraj Singh,16,12,17,1,0,3,0,3,1,37
Yuvraj Singh,17,6,8,3,0,0,0,1,3,21
Yuvraj Singh,18,3,4,3,0,1,0,2,2,15
DJM Short,1,0,0,0,0,0,0,0,0,0
DJM Short,2,0,0,0,0,0,0,0,0,0
DJM Short,3,0,0,0,0,0,0,0,0,0
DJM Short,4,0,0,0,0,0,0,0,0,0
DJM Short,5,0,0,0,0,0,0,0,0,0
DJM Short,6,0,0,0,0,0,0,0,0,0
DJM Short,7,1,4,0,0,0,0,1,1,7
DJM Short,8,0,0,0,0,0,0,0,0,0
DJM Short,9,0,0,0,0,0,0,0,0,0
DJM Short,10,0,0,0,0,0,0,0,0,0
DJM Short,11,0,0,0,0,0,0,0,0,0
DJM Short,12,4,0,1,0,1,0,0,0,6
DJM Short,13,0,0,0,0,0,0,0,0,0
DJM Short,14,3,3,0,0,0,0,0,0,6
A Dananjaya,1,2,2,0,0,1,0,1,0,6
A Dananjaya,2,0,0,0,0,0,0,0,0,0
A Dananjaya,3,0,0,0,0,0,0,0,0,0
A Dananjaya,4,0,0,0,0,0,0,0,0,0
A Dananjaya,5,0,0,0,0,0,0,0,0,0
A Dananjaya,6,0,0,0,0,0,0,0,0,0
A Dananjaya,7,2,3,1,0,0,0,0,0,6
A Dananjaya,8,0,0,0,0,0,0,0,0,0
A Dananjaya,9,0,3,0,0,1,0,2,0,6
A Dananjaya,10,0,0,0,0,0,0,0,0,0
A Dananjaya,11,0,0,0,0,0,0,0,0,0
A Dananjaya,12,0,0,0,0,0,0,0,0,0
A Dananjaya,13,0,0,0,0,0,0,0,0,0
A Dananjaya,14,3,2,1,0,0,0,1,0,7
R Vinay Kumar,1,83,33,6,0,18,1,2,6,149
R Vinay Kumar,2,29,20,6,1,7,1,2,4,70
R Vinay Kumar,3,96,52,13,1,31,0,3,10,206
R Vinay Kumar,4,50,41,8,0,27,0,2,5,133
R Vinay Kumar,5,79,50,8,1,25,0,1,6,170
R Vinay Kumar,6,54,55,8,1,13,0,3,3,137
R Vinay Kumar,7,35,39,5,0,9,0,5,1,94
R Vinay Kumar,8,35,27,8,1,13,0,4,3,91
R Vinay Kumar,9,35,36,8,0,10,0,2,3,94
R Vinay Kumar,10,19,13,2,0,8,0,1,7,50
R Vinay Kumar,11,24,42,3,0,12,0,4,4,89
R Vinay Kumar,12,36,39,3,1,8,0,6,2,95
R Vinay Kumar,13,17,16,4,0,8,0,3,3,51
R Vinay Kumar,14,21,23,6,0,4,0,1,6,61
R Vinay Kumar,15,27,32,10,0,11,0,8,4,92
R Vinay Kumar,16,32,47,7,0,11,1,12,8,118
R Vinay Kumar,17,41,62,15,1,19,0,9,10,157
R Vinay Kumar,18,37,39,15,0,23,0,7,11,132
R Vinay Kumar,19,63,77,32,1,27,0,20,29,249
MA Wood,1,0,0,0,0,0,0,0,0,0
MA Wood,2,0,0,0,0,0,0,0,0,0
MA Wood,3,0,0,0,0,0,0,0,0,0
MA Wood,4,0,0,0,0,0,0,0,0,0
MA Wood,5,0,0,0,0,0,0,0,0,0
MA Wood,6,0,0,0,0,0,0,0,0,0
MA Wood,7,0,0,0,0,0,0,0,0,0
MA Wood,8,0,0,0,0,0,0,0,0,0
MA Wood,9,4,2,0,0,0,0,0,0,6
MA Wood,10,0,0,0,0,0,0,0,0,0
MA Wood,11,0,0,0,0,0,0,0,0,0
MA Wood,12,0,0,0,0,0,0,0,0,0
MA Wood,13,1,3,0,0,2,0,0,0,6
MA Wood,14,0,0,0,0,0,0,0,0,0
MA Wood,15,0,0,0,0,0,0,0,0,0
MA Wood,16,1,2,1,0,2,0,1,0,7
MA Wood,17,0,0,0,0,0,0,0,0,0
MA Wood,18,1,1,1,0,2,0,1,0,6
Bipul Sharma,1,7,5,0,0,0,0,0,1,13
Bipul Sharma,2,9,4,1,0,4,0,0,1,19
Bipul Sharma,3,9,5,0,0,4,0,1,2,21
Bipul Sharma,4,8,2,0,0,2,0,0,1,13
Bipul Sharma,5,3,4,0,0,1,0,0,0,8
Bipul Sharma,6,14,24,2,0,5,0,3,3,51
Bipul Sharma,7,21,21,2,1,1,0,4,3,53
Bipul Sharma,8,13,16,3,0,3,0,1,2,38
Bipul Sharma,9,14,25,4,0,2,0,4,0,49
Bipul Sharma,10,3,11,1,1,0,0,2,0,18
Bipul Sharma,11,13,29,5,0,1,0,2,3,53
Bipul Sharma,12,3,6,2,0,0,0,1,0,12
Bipul Sharma,13,11,19,2,0,1,0,4,4,41
Bipul Sharma,14,6,17,1,0,1,0,0,1,26
Bipul Sharma,15,6,5,4,0,2,0,2,1,20
Bipul Sharma,16,0,0,0,0,0,0,0,0,0
Bipul Sharma,17,5,3,0,0,1,0,4,0,13
Bipul Sharma,18,1,0,0,0,0,0,3,0,4
Z Khan,1,83,26,4,1,30,0,2,6,152
Z Khan,2,193,111,19,2,52,0,7,17,401
Z Khan,3,68,29,6,0,24,1,6,8,142
Z Khan,4,96,62,9,0,28,0,5,10,210
Z Khan,5,30,22,1,0,7,0,1,3,64
Z Khan,6,9,8,1,0,0,0,0,1,19
Z Khan,7,4,5,0,0,2,0,1,2,14
Z Khan,8,2,6,0,0,4,0,0,0,12
Z Khan,9,1,4,1,0,0,0,0,0,6
Z Khan,10,0,3,0,1,2,0,0,0,6
Z Khan,11,8,6,3,1,1,0,0,0,19
Z Khan,12,10,12,3,0,5,0,0,1,31
Z Khan,13,20,26,4,1,7,0,3,1,62
Z Khan,14,47,63,9,2,22,0,3,10,156
Z Khan,15,16,32,7,0,12,0,6,3,76
Z Khan,16,70,95,24,0,23,0,16,13,241
Z Khan,17,25,36,8,0,9,0,2,7,87
Z Khan,18,52,85,21,1,17,0,7,15,198
Z Khan,19,16,20,4,0,13,0,3,8,64
TM Head,1,0,0,0,0,0,0,0,0,0
TM Head,2,0,0,0,0,0,0,0,0,0
TM Head,3,0,0,0,0,0,0,0,0,0
TM Head,4,0,0,0,0,0,0,0,0,0
TM Head,5,0,0,0,0,0,0,0,0,0
TM Head,6,3,1,2,0,0,0,0,0,6
TM Head,7,0,5,0,0,0,0,1,0,6
TM Head,8,1,2,2,0,1,0,1,0,7
TM Head,9,0,0,0,0,0,0,0,0,0
TM Head,10,0,0,0,0,0,0,0,0,0
TM Head,11,0,0,0,0,0,0,0,0,0
TM Head,12,0,5,0,0,0,0,1,0,6
TM Head,13,0,3,0,0,2,0,0,0,5
TM Head,14,0,0,0,0,0,0,0,0,0
TM Head,15,2,8,1,0,0,0,1,2,14
TM Head,16,0,0,0,0,0,0,0,0,0
TM Head,17,1,3,1,0,0,0,1,1,7
Swapnil Singh,1,0,0,0,0,0,0,0,0,0
Swapnil Singh,2,0,0,0,0,0,0,0,0,0
Swapnil Singh,3,0,0,0,0,0,0,0,0,0
Swapnil Singh,4,0,0,0,0,0,0,0,0,0
Swapnil Singh,5,0,0,0,0,0,0,0,0,0
Swapnil Singh,6,4,7,1,0,0,0,0,0,12
Swapnil Singh,7,0,0,0,0,0,0,0,0,0
Swapnil Singh,8,1,5,1,0,0,0,0,0,7
Swapnil Singh,9,1,14,1,0,0,0,2,0,18
Swapnil Singh,10,0,0,0,0,0,0,0,0,0
Swapnil Singh,11,3,6,1,0,0,0,2,1,13
Swapnil Singh,12,2,1,2,0,0,0,1,0,6
Swapnil Singh,13,0,0,0,0,0,0,0,0,0
Swapnil Singh,14,0,4,0,0,1,0,1,0,6
P Kumar,1,39,9,5,1,6,0,0,2,62
P Kumar,2,288,137,19,1,80,1,12,15,553
P Kumar,3,30,20,5,1,8,0,4,4,72
P Kumar,4,155,85,14,5,52,0,15,6,332
P Kumar,5,53,21,2,0,17,0,1,2,96
P Kumar,6,44,27,2,0,7,0,2,4,86
P Kumar,7,15,14,0,0,5,0,2,2,38
P Kumar,8,10,11,2,0,1,0,0,2,26
P Kumar,9,7,5,2,0,3,0,1,0,18
P Kumar,10,15,16,6,0,4,0,1,1,43
P Kumar,11,10,14,2,0,3,0,2,3,34
P Kumar,12,15,16,1,0,1,0,3,1,37
P Kumar,13,6,19,3,0,7,0,1,1,37
P Kumar,14,19,26,11,0,4,0,6,1,67
P Kumar,15,28,47,8,1,10,0,14,4,112
P Kumar,16,35,33,9,0,14,0,6,6,103
P Kumar,17,43,50,6,0,21,0,8,10,138
P Kumar,18,40,59,18,0,22,0,13,7,159
P Kumar,19,47,44,20,4,15,0,9,16,155
JP Faulkner,1,61,20,4,1,16,0,4,5,111
JP Faulkner,2,17,17,5,0,4,0,1,3,47
JP Faulkner,3,25,13,1,0,4,0,1,2,46
JP Faulkner,4,45,23,5,0,18,0,1,3,95
JP Faulkner,5,27,27,7,0,16,0,2,2,81
JP Faulkner,6,15,20,2,0,2,0,3,0,42
JP Faulkner,7,10,9,0,0,1,0,0,2,22
JP Faulkner,8,14,8,0,0,3,0,1,1,27
JP Faulkner,9,8,8,3,0,5,0,0,2,26
JP Faulkner,10,20,26,6,0,7,0,6,1,66
JP Faulkner,11,21,20,3,0,9,0,1,2,56
JP Faulkner,12,28,36,9,0,7,0,5,2,87
JP Faulkner,13,12,16,2,0,4,0,2,2,38
JP Faulkner,14,20,26,7,0,4,0,3,3,63
JP Faulkner,15,26,39,7,0,15,0,6,4,97
JP Faulkner,16,35,32,12,1,6,0,3,7,96
JP Faulkner,17,30,32,12,0,7,0,5,4,90
JP Faulkner,18,43,38,18,1,20,0,8,14,142
JP Faulkner,19,24,33,18,1,8,0,13,13,110
MM Patel,1,76,17,7,0,7,0,2,8,117
MM Patel,2,72,32,3,4,19,0,4,6,140
MM Patel,3,67,23,3,2,14,1,5,6,121
MM Patel,4,71,30,5,1,31,0,8,7,153
MM Patel,5,31,20,2,0,11,0,2,1,67
MM Patel,6,50,28,4,0,9,0,0,4,95
MM Patel,7,22,21,0,0,4,0,1,3,51
MM Patel,8,10,21,2,1,3,0,0,1,38
MM Patel,9,11,8,2,0,2,0,1,2,26
MM Patel,10,12,14,2,0,1,0,1,1,31
MM Patel,11,7,10,3,0,4,0,0,1,25
MM Patel,12,19,27,3,0,4,0,1,6,60
MM Patel,13,13,23,0,0,5,0,1,1,43
MM Patel,14,20,18,5,0,4,0,1,5,53
MM Patel,15,18,26,4,0,11,0,2,5,66
MM Patel,16,15,25,5,0,12,0,3,2,62
MM Patel,17,12,20,7,0,7,0,5,3,54
MM Patel,18,16,18,5,0,7,0,6,5,57
MM Patel,19,34,22,10,0,16,0,8,13,103
Ankit Soni,1,0,0,0,0,0,0,0,0,0
Ankit Soni,2,0,0,0,0,0,0,0,0,0
Ankit Soni,3,4,1,1,0,0,0,0,1,7
Ankit Soni,4,0,0,0,0,0,0,0,0,0
Ankit Soni,5,0,0,0,0,0,0,0,0,0
Ankit Soni,6,3,2,1,0,0,0,0,0,6
Ankit Soni,7,6,15,1,0,1,0,2,0,25
Ankit Soni,8,5,1,0,0,0,0,0,0,6
Ankit Soni,9,10,9,1,0,3,0,2,2,27
Ankit Soni,10,2,8,2,0,0,0,0,0,12
Ankit Soni,11,3,5,1,0,3,0,0,0,12
Ankit Soni,12,6,2,4,0,0,0,1,0,13
Ankit Soni,13,2,2,0,0,0,0,2,1,7
Ankit Soni,14,0,0,0,0,0,0,0,0,0
Ankit Soni,15,0,0,0,0,0,0,0,0,0
Ankit Soni,16,0,0,0,0,0,0,0,0,0
Ankit Soni,17,0,0,0,0,0,0,0,0,0
Ankit Soni,18,0,0,0,0,1,0,0,0,1
MN Samuels,1,5,0,0,0,1,0,0,0,6
MN Samuels,2,8,7,0,0,2,0,1,0,18
MN Samuels,3,4,2,0,0,0,0,0,1,7
MN Samuels,4,10,7,1,0,6,0,1,0,25
MN Samuels,5,6,6,0,0,0,0,0,1,13
MN Samuels,6,0,0,0,0,0,0,0,0,0
MN Samuels,7,6,7,0,0,0,0,0,0,13
MN Samuels,8,2,2,2,0,0,0,0,0,6
MN Samuels,9,3,2,2,0,0,0,0,0,7
MN Samuels,10,2,6,1,0,1,0,2,0,12
MN Samuels,11,1,3,1,0,1,0,0,0,6
MN Samuels,12,9,2,0,0,1,0,0,1,13
MN Samuels,13,2,6,1,0,1,0,2,0,12
MN Samuels,14,4,7,2,0,5,0,0,1,19
MN Samuels,15,5,1,0,0,0,0,0,2,8
MN Samuels,16,5,8,2,0,2,0,1,1,19
MN Samuels,17,4,8,2,0,1,0,2,1,18
MN Samuels,18,0,0,0,0,0,0,0,0,0
MN Samuels,19,2,5,0,0,2,0,3,1,13
MJ Henry,1,4,2,1,0,5,0,0,0,12
MJ Henry,2,0,0,0,0,0,0,0,0,0
MJ Henry,3,0,0,0,0,0,0,0,0,0
MJ Henry,4,0,0,0,0,0,0,0,0,0
MJ Henry,5,2,2,0,0,1,0,1,0,6
MJ Henry,6,0,0,0,0,0,0,0,0,0
MJ Henry,7,0,0,0,0,0,0,0,0,0
MJ Henry,8,0,0,0,0,0,0,0,0,0
MJ Henry,9,0,0,0,0,0,0,0,0,0
MJ Henry,10,0,0,0,0,0,0,0,0,0
MJ Henry,11,0,0,0,0,0,0,0,0,0
MJ Henry,12,0,0,0,0,0,0,0,0,0
MJ Henry,13,0,0,0,0,0,0,0,0,0
MJ Henry,14,0,0,0,0,0,0,0,0,0
MJ Henry,15,1,2,0,0,0,0,4,0,7
MJ Henry,16,0,0,0,0,0,0,0,0,0
MJ Henry,17,1,4,0,0,1,0,0,2,8
DR Smith,1,2,2,0,0,2,0,0,0,6
DR Smith,2,0,0,0,0,0,0,0,0,0
DR Smith,3,0,0,0,0,0,0,0,0,0
DR Smith,4,16,9,1,0,9,0,2,4,41
DR Smith,5,9,4,1,0,8,0,2,1,25
DR Smith,6,17,18,1,0,5,0,3,1,45
DR Smith,7,10,13,1,0,2,0,1,0,27
DR Smith,8,25,24,7,0,5,0,1,1,63
DR Smith,9,9,26,5,0,7,0,1,2,50
DR Smith,10,21,32,2,0,2,0,5,3,65
DR Smith,11,16,15,0,0,6,0,1,2,40
DR Smith,12,18,28,5,0,8,0,2,1,62
DR Smith,13,17,13,4,0,2,0,0,5,41
DR Smith,14,11,12,4,0,5,0,5,0,37
DR Smith,15,12,10,1,0,5,0,5,3,36
DR Smith,16,3,3,1,0,2,0,3,1,13
DR Smith,17,0,0,0,0,0,0,0,0,0
DR Smith,18,3,4,1,0,2,0,2,1,13
DR Smith,19,5,8,0,0,5,0,0,2,20
A Choudhary,1,3,1,0,0,2,0,1,1,8
A Choudhary,2,3,2,1,0,0,0,0,0,6
A Choudhary,3,3,2,1,0,0,0,0,0,6
A Choudhary,4,0,0,0,0,0,0,0,0,0
A Choudhary,5,0,0,0,0,0,0,0,0,0
A Choudhary,6,10,2,0,0,0,0,0,1,13
A Choudhary,7,0,0,0,0,0,0,0,0,0
A Choudhary,8,4,4,2,0,2,0,1,0,13
A Choudhary,9,2,4,0,0,0,0,0,0,6
A Choudhary,10,0,0,0,0,0,0,0,0,0
A Choudhary,11,0,0,0,0,0,0,0,0,0
A Choudhary,12,2,1,1,0,2,0,1,0,7
A Choudhary,13,0,0,0,0,0,0,0,0,0
A Choudhary,14,2,2,0,0,2,0,0,0,6
A Choudhary,15,0,0,0,0,0,0,0,0,0
A Choudhary,16,0,3,2,0,1,0,0,0,6
A Choudhary,17,4,6,2,0,1,0,2,0,15
A Choudhary,18,6,0,0,0,0,0,0,1,7
S Badree,1,11,9,1,0,3,0,0,0,24
S Badree,2,20,11,2,0,3,0,1,5,42
S Badree,3,6,3,1,0,5,0,3,1,19
S Badree,4,16,7,1,0,2,0,4,1,31
S Badree,5,7,3,1,0,1,0,0,0,12
S Badree,6,6,6,0,0,0,0,1,1,14
S Badree,7,9,8,0,0,1,0,0,2,20
S Badree,8,2,2,2,0,0,0,0,0,6
S Badree,9,4,5,0,0,2,0,1,0,12
S Badree,10,3,2,0,0,1,0,0,0,6
S Badree,11,3,5,0,0,3,0,1,0,12
S Badree,12,1,4,0,0,1,0,0,0,6
S Badree,13,0,0,0,0,0,0,0,0,0
S Badree,14,6,12,3,0,1,0,2,1,25
S Badree,15,2,4,0,0,0,0,0,0,6
S Aravind,1,78,39,6,1,20,0,5,7,156
S Aravind,2,9,11,1,0,7,0,2,0,30
S Aravind,3,61,40,8,0,16,0,4,6,135
S Aravind,4,19,13,3,0,8,0,3,1,47
S Aravind,5,30,24,4,1,8,0,1,6,74
S Aravind,6,7,5,0,0,2,0,0,0,14
S Aravind,7,9,7,0,0,5,0,3,1,25
S Aravind,8,8,5,0,0,1,0,0,1,15
S Aravind,9,5,12,2,0,5,0,0,2,26
S Aravind,10,7,4,1,0,0,0,0,1,13
S Aravind,11,2,7,1,0,1,0,2,0,13
S Aravind,12,6,12,3,0,3,0,0,0,24
S Aravind,13,12,16,0,0,8,0,0,3,39
S Aravind,14,12,11,1,0,4,0,3,3,34
S Aravind,15,4,18,1,0,6,0,1,2,32
S Aravind,16,11,13,4,0,1,0,1,3,33
S Aravind,17,5,9,1,0,2,0,2,2,21
S Aravind,18,18,14,1,0,2,0,9,5,49
S Aravind,19,14,8,3,0,4,0,2,4,35
A Nehra,1,184,60,15,1,52,1,2,11,326
A Nehra,2,68,41,7,1,25,0,3,6,151
A Nehra,3,126,72,7,2,45,0,14,13,279
A Nehra,4,66,35,2,0,23,0,4,7,137
A Nehra,5,52,35,6,1,15,0,7,2,118
A Nehra,6,9,1,1,0,1,0,0,0,12
A Nehra,7,12,8,2,0,2,0,0,1,25
A Nehra,8,7,7,0,0,3,0,1,0,18
A Nehra,9,2,4,0,0,0,0,0,0,6
A Nehra,10,10,8,0,0,3,0,0,1,22
A Nehra,11,15,14,1,0,5,0,2,2,39
A Nehra,12,19,26,2,0,8,0,0,2,57
A Nehra,13,17,27,3,0,2,0,1,3,53
A Nehra,14,24,27,9,0,10,0,4,4,78
A Nehra,15,37,46,10,0,13,0,6,9,121
A Nehra,16,40,37,8,0,9,0,5,11,110
A Nehra,17,34,42,6,0,5,0,5,11,103
A Nehra,18,41,50,16,1,18,0,7,15,148
A Nehra,19,35,44,6,0,12,0,13,17,127
IK Pathan,1,119,29,6,0,33,0,8,9,204
IK Pathan,2,85,42,7,0,35,0,8,2,179
IK Pathan,3,95,36,6,0,32,0,3,7,179
IK Pathan,4,50,17,5,1,11,0,5,3,92
IK Pathan,5,24,5,0,0,6,0,2,1,38
IK Pathan,6,29,28,4,0,9,0,2,2,74
IK Pathan,7,16,19,0,0,4,0,0,1,40
IK Pathan,8,23,26,2,0,12,0,3,1,67
IK Pathan,9,16,18,2,0,6,0,1,1,44
IK Pathan,10,38,29,4,0,10,0,3,5,89
IK Pathan,11,19,25,5,0,3,0,3,1,56
IK Pathan,12,32,39,4,0,13,0,5,2,95
IK Pathan,13,36,46,12,0,7,0,5,8,114
IK Pathan,14,28,43,5,0,14,0,2,5,97
IK Pathan,15,28,44,10,0,10,0,6,2,100
IK Pathan,16,29,55,5,0,7,0,2,2,100
IK Pathan,17,24,43,7,1,16,0,6,9,106
IK Pathan,18,11,14,6,0,7,0,5,4,47
IK Pathan,19,59,61,19,0,18,0,12,24,193
NB Singh,1,4,1,0,0,1,0,0,1,7
NB Singh,2,5,1,0,0,1,0,0,0,7
NB Singh,3,4,2,0,0,0,0,0,0,6
RA Tripathi,1,0,0,0,0,0,0,0,0,0
RA Tripathi,2,0,0,0,0,0,0,0,0,0
RA Tripathi,3,0,0,0,0,0,0,0,0,0
RA Tripathi,4,0,0,0,0,0,0,0,0,0
RA Tripathi,5,0,0,0,0,0,0,0,0,0
RA Tripathi,6,0,0,0,0,0,0,0,0,0
RA Tripathi,7,0,0,0,0,0,0,0,0,0
RA Tripathi,8,0,0,0,0,0,0,0,0,0
RA Tripathi,9,0,0,0,0,0,0,0,0,0
RA Tripathi,10,0,0,0,0,0,0,0,0,0
RA Tripathi,11,0,4,0,0,2,0,0,0,6
SS Agarwal,1,0,0,0,0,0,0,0,0,0
SS Agarwal,2,0,0,0,0,0,0,0,0,0
SS Agarwal,3,0,0,0,0,0,0,0,0,0
SS Agarwal,4,0,0,0,0,0,0,0,0,0
SS Agarwal,5,0,0,0,0,0,0,0,0,0
SS Agarwal,6,0,0,0,0,0,0,0,0,0
SS Agarwal,7,1,2,1,0,1,0,1,0,6
SS Agarwal,8,0,0,0,0,0,0,0,0,0
SS Agarwal,9,0,0,0,0,0,0,0,0,0
SS Agarwal,10,3,3,0,0,0,0,0,0,6
SS Agarwal,11,0,0,0,0,0,0,0,0,0
SS Agarwal,12,0,0,0,0,0,0,0,0,0
SS Agarwal,13,2,2,0,0,0,0,2,1,7
AD Mathews,1,0,0,0,0,0,0,0,0,0
AD Mathews,2,7,4,0,0,2,0,0,1,14
AD Mathews,3,3,1,0,0,2,0,0,0,6
AD Mathews,4,28,19,2,0,10,0,2,4,65
AD Mathews,5,17,16,2,0,10,0,4,1,50
AD Mathews,6,31,41,4,0,11,0,2,2,91
AD Mathews,7,16,22,5,0,5,0,1,1,50
AD Mathews,8,21,29,3,0,8,0,0,2,63
AD Mathews,9,22,40,4,0,7,0,2,0,75
AD Mathews,10,18,30,6,0,6,0,1,0,61
AD Mathews,11,8,24,2,0,1,0,1,2,38
AD Mathews,12,22,24,8,0,4,0,4,2,64
AD Mathews,13,14,28,6,0,9,0,3,3,63
AD Mathews,14,6,15,2,0,6,0,1,0,30
AD Mathews,15,9,15,1,0,4,0,1,1,31
AD Mathews,16,12,16,4,0,3,0,1,3,39
AD Mathews,17,7,21,2,0,3,0,3,2,38
AD Mathews,18,5,12,6,0,2,0,2,1,28
AD Mathews,19,7,9,4,0,5,0,1,3,29
S Kaushik,1,0,0,0,0,0,0,0,0,0
S Kaushik,2,0,0,0,0,0,0,0,0,0
S Kaushik,3,3,1,0,0,2,0,0,0,6
S Kaushik,4,4,1,0,0,1,0,1,0,7
S Kaushik,5,2,0,0,0,4,0,0,0,6
S Kaushik,6,15,12,1,0,2,0,1,0,31
S Kaushik,7,8,7,1,0,2,0,0,2,20
S Kaushik,8,13,8,2,0,2,0,0,1,26
S Kaushik,9,8,15,2,0,3,0,3,0,31
S Kaushik,10,4,7,3,0,4,0,0,0,18
S Kaushik,11,3,3,0,0,1,0,0,0,7
S Kaushik,12,2,3,0,0,0,0,1,1,7
S Kaushik,13,5,4,2,0,0,0,1,1,13
S Kaushik,14,5,11,1,0,0,0,2,1,20
S Kaushik,15,2,3,0,0,0,0,1,0,6
S Kaushik,16,4,4,1,0,3,0,0,0,12
S Kaushik,17,0,0,0,0,0,0,0,0,0
S Kaushik,18,0,0,1,0,1,0,4,0,6
SB Jakati,1,1,3,0,0,2,0,0,0,6
SB Jakati,2,4,5,1,0,2,0,1,0,13
SB Jakati,3,2,2,0,0,1,0,1,0,6
SB Jakati,4,8,4,1,0,4,0,1,1,19
SB Jakati,5,13,9,1,0,6,0,1,0,30
SB Jakati,6,42,55,9,0,4,0,4,7,121
SB Jakati,7,29,45,6,1,7,0,4,1,93
SB Jakati,8,38,51,12,2,14,0,6,6,129
SB Jakati,9,14,34,6,1,3,0,2,1,61
SB Jakati,10,42,50,6,1,8,0,3,6,116
SB Jakati,11,28,38,10,1,8,0,4,3,92
SB Jakati,12,35,42,5,0,7,0,8,5,102
SB Jakati,13,44,59,12,1,5,0,11,5,137
SB Jakati,14,19,22,3,0,11,0,1,4,60
SB Jakati,15,27,34,7,0,7,0,3,6,84
SB Jakati,16,5,10,2,0,2,0,5,2,26
SB Jakati,17,9,8,4,0,3,0,4,3,31
SB Jakati,18,0,0,0,0,0,0,0,0,0
SB Jakati,19,0,0,0,0,0,0,1,0,1
AB Dinda,1,98,38,7,0,21,0,4,3,171
AB Dinda,2,107,43,5,0,31,0,2,11,199
