batter_id,batter,Active Ratio_death,Striking Ratio_death,True SR_death,True Avg_death,Active Ratio_middle,Striking Ratio_middle,True SR_middle,True Avg_middle,Active Ratio_powerplay,Striking Ratio_powerplay,True SR_powerplay,True Avg_powerplay
124,JM Sharma,0.756097561,0.52,27.43902439,18.4,0.623762376,0.295774648,21.59933086,4.161290323,1.0,0.0,-27.02702703,-14.66666667
52,JO Holder,0.604651163,0.21,4.400734924,-0.601785714,0.645833333,0.153846154,24.31678214,14.18518519,0.166666667,0.2,-38.59649123,-1.333333333
373,JP Duminy,0.820717131,0.305882353,14.37251646,11.41888112,0.697215777,0.088435374,-9.040025822,25.97953964,0.441558442,0.196721311,3.403493059,21.74074074
232,JP Faulkner,0.748175182,0.271276596,2.164224227,4.052813853,0.529411765,0.083333333,-26.63165266,8.75,0.4,0.111111111,-17.74193548,-8.863636364
530,JR Hopes,0.8,0.1875,-12.11267606,-0.45,0.698412698,0.3,13.00022356,0.575757576,0.526315789,0.264705882,1.754385965,-7.095238095
35,JR Philippe,0.5,0.0,-106.6666667,-14.66666667,0.75,0.2,5.675675676,-21.5,0.481481481,0.155555556,-14.88888889,-1.833333333
606,K Goel,0.592592593,0.173913043,-4.04040404,17.33333333,0.45,0.055555556,-52.45430809,-15.33333333,0.480769231,0.158730159,-24.56594228,-15.4375
508,K Gowtham,0.666666667,0.486486486,42.67178831,1.083333333,0.631578947,0.206896552,19.70394737,-6.272727273,0.6,0.25,32.97297297,-15.5
432,K Rabada,0.592592593,0.195121951,2.657004831,-0.171875,0.5,0.111111111,4.195527409,15.45833333,0.333333333,0.0,-27.19298246,-3.6
352,KA Pollard,0.696785404,0.348897536,8.475450473,4.454613653,0.608859566,0.195985832,9.009535061,12.80018631,0.520833333,0.153846154,-4.534789644,-1.18902439
157,KC Sangakkara,0.741666667,0.358974359,20.90336134,-2.119047619,0.700251889,0.167721519,5.820361374,-2.900806452,0.511363636,0.258928571,3.059866962,9.978571429
44,KD Karthik,0.746606335,0.366438356,14.05659803,4.459038143,0.674358974,0.185770751,1.462220635,2.74375428,0.465822785,0.190031153,-9.557095833,21.99251701
561,KH Pandya,0.717647059,0.334782609,3.831478537,2.148726852,0.620274914,0.191011236,3.446974492,2.358444981,0.576923077,0.5,57.26867336,9.066666667
650,KK Cooper,0.604651163,0.48,22.57181943,-5.615763547,0.571428571,0.266666667,20.73324905,-12.6,1.0,1.0,205.5555556,-45.0
93,KK Nair,0.748344371,0.4,11.14605094,-1.262820513,0.67394958,0.168803419,-4.055116062,-2.663909567,0.512437811,0.275167785,5.96541104,5.593567251
480,KL Rahul,0.816438356,0.411504425,21.27905477,10.82333333,0.746621622,0.175777063,-0.375343262,11.35809524,0.557661927,0.241985522,1.78614677,22.46841379
5,KM Jadhav,0.69895288,0.229166667,-4.523190125,5.226086957,0.683991684,0.153452685,6.629875923,4.276334987,0.3125,0.196969697,-14.31547619,-2.987068966
369,KP Pietersen,0.782608696,0.354166667,5.953177258,39.1,0.665768194,0.192307692,10.57047531,-3.911937378,0.584507042,0.286407767,15.79803117,51.97083333
233,KS Bharat,0.842105263,0.181818182,-27.13450292,-56.0,0.69047619,0.134328358,11.2793177,-2.884615385,0.563636364,0.204545455,-2.905466626,2.083333333
531,KS Williamson,0.833333333,0.322404372,15.38040697,11.32440476,0.710526316,0.168994413,4.285477074,9.458664021,0.489082969,0.181081081,-17.40348337,6.78957529
88,KV Sharma,0.68627451,0.201754386,-1.749875169,-0.345098039,0.603960396,0.091954023,-8.423986823,3.477777778,0.333333333,0.142857143,5.777777778,1.0
489,Kamran Akmal,0.705882353,0.272727273,6.274509804,11.33333333,0.8,0.727272727,90.54216867,-8.625,0.421052632,0.310344828,-8.133971292,-5.5
396,LA Carseldine,1.0,0.222222222,-25.79365079,-0.333333333,0.736842105,0.133333333,-3.352130326,-14.625,0.382352941,0.291666667,30.51470588,22.83333333
375,LA Pomersbach,0.723404255,0.222222222,-10.84994987,-4.178571429,0.6,0.170454545,2.968904734,18.28571429,0.539473684,0.288461538,10.36075288,4.75
159,LJ Wright,0.805555556,0.789473684,46.69030733,-0.833333333,0.533333333,0.153846154,-16.36363636,-8.625,0.375,0.142857143,-18.66666667,-3.125
539,LMP Simmons,0.777777778,0.25,4.861111111,4.2,0.638176638,0.230769231,-3.418494416,3.083333333,0.5,0.252941176,-4.403169926,8.771929825
267,LPC Silva,1.0,1.0,42.22222222,-9.0,0.625,0.142857143,-41.81818182,-27.2,0.428571429,0.4,46.52014652,-1.666666667
382,LR Shukla,0.685897436,0.237288136,-4.223227753,-0.746031746,0.554285714,0.145833333,-4.258064516,-5.718181818,0.4,0.0,-61.20481928,-12.0
343,LRPL Taylor,0.72826087,0.304,10.77694674,7.564814815,0.638211382,0.119700748,-5.018441881,-0.416524217,0.533898305,0.277777778,13.08821567,32.41025641
29,LS Livingstone,0.784313725,0.5,64.16408669,2.941798942,0.699481865,0.275862069,30.29628145,11.65811966,0.565789474,0.431372549,49.39271255,15.16666667
598,Lalit Yadav,0.785714286,0.242424242,-29.52380952,26.57142857,0.586956522,0.101694915,-29.86006997,-3.756756757,0.428571429,0.125,-47.85714286,3.5
610,M Kaif,0.6,0.161290323,-37.95918367,-5.884615385,0.615853659,0.146153846,-10.63685637,3.24754902,0.285714286,0.129032258,-40.2842184,-8.7
565,M Manhas,0.729281768,0.186567164,-4.395570991,6.369318182,0.6,0.110526316,-10.71913569,2.190322581,0.365384615,0.170731707,-24.62570986,-1.516666667
640,M Rawat,0.604651163,0.108108108,-32.79834043,3.025641026,0.476190476,0.05,-36.81515617,1.869565217,0.0,0.0,-121.6216216,-22.5
7,M Shahrukh Khan,0.626373626,0.272727273,5.332902392,2.3,0.538461538,0.116504854,-24.1908753,4.459574468,0.583333333,0.2,-1.363636364,-4.857142857
628,M Vijay,0.724637681,0.4,5.735691476,5.285714286,0.685050798,0.191570881,8.9696298,-6.023809524,0.515486726,0.215116279,-0.152295431,0.753901561
435,M Vohra,0.730769231,0.846153846,77.66153846,8.843137255,0.647286822,0.186528497,7.239250194,-5.631578947,0.532692308,0.261904762,3.455571874,1.17902439
199,MA Agarwal,0.81981982,0.538461538,40.02866503,2.462121212,0.728971963,0.218367347,12.35808819,-7.486866792,0.542194093,0.242047026,1.888215055,-4.567139899
222,MC Henriques,0.762626263,0.333333333,3.179649253,6.357142857,0.641552511,0.153623188,-2.641430513,-1.988764045,0.617647059,0.175925926,-2.868682684,25.33333333
298,MC Juneja,0.5625,0.142857143,-23.25819672,-1.375,0.663043478,0.088607595,-9.985808283,-0.25,0.588235294,0.230769231,12.00603318,5.285714286
507,MD Mishra,0.736842105,0.1875,-21.68784029,-20.5,0.650793651,0.1875,3.51272659,-10.74358974,0.45,0.217391304,-2.386831276,-0.060606061
234,MEK Hussey,0.825757576,0.456790123,8.326351068,7.928571429,0.736011478,0.165765766,0.704438308,0.040384615,0.511378849,0.20754717,-3.630310717,9.034829721
185,MJ McClenaghan,0.468085106,0.210526316,-14.69589512,-4.175847458,0.578947368,0.266666667,38.79229323,-5.115384615,0.0,0.0,-56.75675676,-5.25
223,MJ Santner,0.785714286,0.333333333,84.21052632,16.0,0.454545455,0.0,-35.90138675,-11.0,0.391304348,0.166666667,-14.34217956,-9.5
575,MK Lomror,0.78125,0.285714286,21.18055556,5.924731183,0.711711712,0.126315789,-1.608751609,3.933333333,0.428571429,0.181818182,10.86956522,3.75
313,MK Pandey,0.76,0.239202658,4.106188978,5.790734404,0.698561601,0.141647421,-5.510598827,1.053937573,0.507399577,0.228215768,-1.655412443,11.26666667
645,MK Tiwary,0.748110831,0.25087108,-1.690237428,5.348148148,0.639549437,0.138138138,-6.485456668,11.26358696,0.473214286,0.163043478,-2.854992354,7.194736842
13,ML Hayden,0.822222222,0.5,-1.861861862,34.75,0.712765957,0.236966825,14.17069405,1.784883721,0.511160714,0.307692308,3.865247705,6.07807309
600,MM Ali,0.681818182,0.449275362,10.1570449,1.917948718,0.675,0.24,15.90974007,-2.043343653,0.44966443,0.280701754,10.34229096,6.476190476
280,MN Samuels,0.823529412,0.166666667,-8.375959079,10.7,0.557377049,0.128712871,-3.116404445,-5.252525253,0.25,0.043478261,-48.21428571,-6.0
454,MN van Wyk,0.825,0.32,-5.652173913,26.75,0.741935484,0.117647059,9.493915395,35.0,0.44,0.263157895,11.13793103,4.6
107,MP Stoinis,0.734463277,0.316666667,-0.311645708,4.231225296,0.663522013,0.15,-3.972562093,1.264216366,0.5,0.222222222,-18.5910157,5.370967742
342,MR Marsh,0.640350877,0.258823529,18.60437611,0.0625,0.620879121,0.115384615,-4.209361206,42.57142857,0.541176471,0.246153846,-3.76312141,10.8
257,MS Bisla,0.606060606,0.391304348,6.412966878,4.333333333,0.651982379,0.140449438,2.304098251,-11.20121951,0.463942308,0.252336449,-3.935185185,-5.14354067
563,MS Dhoni,0.75103981,0.365491651,10.11227236,6.805099031,0.615803815,0.109517601,-16.46619507,16.60490085,0.38028169,0.169491525,-14.38568518,19.16666667
294,MV Boucher,0.746478873,0.291666667,10.89597452,12.03658537,0.62406015,0.119266055,-8.757187085,3.460784314,0.458333333,0.15,5.05952381,9.875
470,Mandeep Singh,0.77238806,0.245989305,-2.193341387,-1.43,0.691881919,0.15258216,-4.809718834,1.609850746,0.510318949,0.255,-0.5558469,-4.446519525
160,Misbah-ul-Haq,0.7,0.5,65.35714286,5.9,0.642857143,0.151515152,-1.042752868,-10.33333333,0.588235294,0.416666667,56.12082671,-7.888888889
158,Mohammad Hafeez,0.444444444,0.285714286,-72.22222222,-39.5,0.5,0.058823529,-9.275575135,-7.730769231,0.323529412,0.172413793,1.184110008,-3.166666667
484,Mohammad Nabi,0.628571429,0.367346939,7.046004843,-3.08045977,0.733333333,0.176470588,22.6873385,-1.7,0.5,1.0,136.5853659,-10.75
431,N Jagadeesan,0.769230769,0.0,11.88811189,3.0,0.66,0.2,20.24561404,-4.3,0.333333333,0.0,-33.33333333,-6.142857143
26,N Pooran,0.698412698,0.310077519,10.188151,3.137566138,0.659400545,0.261818182,21.21394127,5.175035868,0.305555556,0.185185185,-12.65232975,-8.166666667
141,N Rana,0.701570681,0.428571429,9.592319183,-1.162828947,0.658254469,0.205333333,4.763064868,2.740314136,0.473568282,0.259259259,-4.725977687,12.6
523,N Saini,0.375,0.166666667,-24.36440678,-4.266666667,0.653061224,0.131578947,-14.79745977,-16.53333333,0.49382716,0.161290323,-21.38960666,-4.333333333
524,NK Patel,0.80952381,0.333333333,9.523809524,5.333333333,0.619047619,0.085714286,-12.5727214,-1.5625,0.37037037,0.177777778,-8.114035088,29.55555556
367,NLTC Perera,0.692307692,0.260504202,12.76803648,1.368951613,0.614035088,0.152173913,17.51303178,-1.385093168,0.466666667,0.363636364,32.40437158,10.15384615
481,NS Naik,0.523809524,0.0,-73.88471178,-8.566666667,0.583333333,0.1,-29.76190476,-11.66666667,0.25,0.066666667,-56.25,-7.333333333
36,NV Ojha,0.6271777,0.231481481,-12.78283219,0.330610022,0.628083491,0.16507177,1.541167214,1.05987395,0.415966387,0.205729167,-9.248412582,-0.631495228
62,OA Shah,0.765060241,0.282051282,3.136372884,5.688888889,0.621761658,0.132911392,-0.188864452,28.33108108,0.470588235,0.230769231,22.54243979,6.2
123,P Kumar,0.57480315,0.16,-17.8870522,-0.601247249,0.372093023,0.162162162,-8.498483316,0.711711712,0.25,0.166666667,-59.66666667,-17.2
177,P Negi,0.693181818,0.24,-0.453382934,1.401997503,0.535353535,0.146341463,-11.66503747,-1.387755102,0.2,0.25,-60.57971014,-4.818181818
239,P Simran Singh,0.5,0.142857143,-37.99283154,-3.214285714,0.166666667,0.0,-124.4047619,-18.75,0.5,0.181818182,-19.21069798,-14.85714286
